Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000014914,MTMR11,protein_coding,213,287,176,186,842,368,237,603
ENSG00000014919,COX15,protein_coding,714,949,1006,1274,492,201,148,445
ENSG00000015133,CCDC88C,protein_coding,4704,5257,3145,3931,123,50,53,185
ENSG00000015153,YAF2,protein_coding,652,714,605,589,423,118,146,415
ENSG00000015171,ZMYND11,protein_coding,6175,7218,7409,7834,1566,515,607,1769
ENSG00000015285,WAS,protein_coding,109,83,75,99,6,2,1,8
ENSG00000015413,DPEP1,protein_coding,2,0,0,2,0,0,0,0
ENSG00000015475,BID,protein_coding,290,263,267,418,391,119,147,342
ENSG00000015479,MATR3,protein_coding,22315,25536,22438,23930,2885,843,1046,2882
ENSG00000015520,NPC1L1,protein_coding,51,41,34,46,0,2,0,2
ENSG00000015532,XYLT2,protein_coding,810,908,818,1200,723,291,420,1111
ENSG00000015568,RGPD5,protein_coding,107,21,9,7,8,4,1,0
ENSG00000015592,STMN4,protein_coding,66,76,20,147,0,0,0,0
ENSG00000015676,NUDCD3,protein_coding,1860,2115,2087,3247,746,289,426,1084
ENSG00000016082,ISL1,protein_coding,6,9,28,21,8,2,4,22
ENSG00000016391,CHDH,protein_coding,1587,1810,1318,1596,47,20,47,115
ENSG00000016402,IL20RA,protein_coding,21,16,15,33,52,17,28,81
ENSG00000016490,CLCA1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000016602,CLCA4,protein_coding,0,0,0,0,0,1,0,0
ENSG00000016864,GLT8D1,protein_coding,1501,1664,1438,2030,814,339,399,924
ENSG00000017260,ATP2C1,protein_coding,6365,7424,5744,6220,3076,1066,1027,2752
ENSG00000017427,IGF1,protein_coding,698,721,183,204,3,1,0,0
ENSG00000017483,SLC38A5,protein_coding,10,5,13,6,27,13,1,9
ENSG00000017797,RALBP1,protein_coding,3849,4590,3288,4078,247,82,100,323
ENSG00000018189,RUFY3,protein_coding,779,894,1000,1113,143,46,76,253
ENSG00000018236,CNTN1,protein_coding,0,0,0,0,867,308,264,779
ENSG00000018280,SLC11A1,protein_coding,31,24,29,76,6,2,0,0
ENSG00000018408,WWTR1,protein_coding,137,192,182,205,2664,841,910,2794
ENSG00000018510,AGPS,protein_coding,1880,2126,1759,1694,2597,798,902,2530
ENSG00000018610,STEEP1,protein_coding,696,790,891,1088,154,61,103,256
ENSG00000018625,ATP1A2,protein_coding,30,22,7,5,21,15,10,22
ENSG00000018699,TTC27,protein_coding,420,564,950,1084,686,250,388,986
ENSG00000018869,ZNF582,protein_coding,210,236,203,250,0,0,0,0
ENSG00000019102,VSIG2,protein_coding,1,0,3,4,2,0,1,0
ENSG00000019144,PHLDB1,protein_coding,1429,1512,818,1150,371,145,252,636
ENSG00000019169,MARCO,protein_coding,1,3,2,2,31,9,26,39
ENSG00000019186,CYP24A1,protein_coding,0,0,1,0,162,61,90,202
ENSG00000019485,PRDM11,protein_coding,54,57,72,92,214,67,100,258
ENSG00000019505,SYT13,protein_coding,14,18,23,15,28,8,13,33
ENSG00000019549,SNAI2,protein_coding,790,991,454,503,735,227,215,609
ENSG00000019582,CD74,protein_coding,4,1,5,10,6,1,2,4
ENSG00000019991,HGF,protein_coding,0,0,0,0,0,0,1,3
ENSG00000019995,ZRANB1,protein_coding,2995,3055,2133,2679,1650,468,377,1067
ENSG00000020129,NCDN,protein_coding,908,1238,1275,1646,312,118,154,348
ENSG00000020181,ADGRA2,protein_coding,13,11,28,29,51,32,58,157
ENSG00000020256,ZFP64,protein_coding,1413,1497,1308,1695,696,281,334,944
ENSG00000020426,MNAT1,protein_coding,1116,1150,1166,1250,2182,696,838,2176
ENSG00000020577,SAMD4A,protein_coding,150,134,65,94,5579,1779,871,2119
ENSG00000020633,RUNX3,protein_coding,0,0,2,5,1,0,1,0
ENSG00000020922,MRE11,protein_coding,1307,1602,2000,1908,328,132,215,505
ENSG00000021300,PLEKHB1,protein_coding,10751,11648,8871,12459,309,112,149,362
ENSG00000021355,SERPINB1,protein_coding,0,0,3,0,754,245,175,543
ENSG00000021461,CYP3A43,protein_coding,42,49,77,114,0,0,0,0
ENSG00000021488,SLC7A9,protein_coding,19,16,11,11,1,2,0,2
ENSG00000021574,SPAST,protein_coding,917,1143,1016,1103,1004,349,392,984
ENSG00000021645,NRXN3,protein_coding,77,52,82,94,221,63,78,210
ENSG00000021762,OSBPL5,protein_coding,1368,1549,2521,3486,59,20,43,108
ENSG00000021776,AQR,protein_coding,2901,3526,3562,3750,2435,788,885,2440
ENSG00000021826,CPS1,protein_coding,2026,2229,2609,2670,502,164,237,635
ENSG00000021852,C8B,protein_coding,0,0,0,0,0,0,0,1
ENSG00000022267,FHL1,protein_coding,5,6,1,2,1463,449,404,1083
ENSG00000022277,RTF2,protein_coding,1861,2169,2070,2508,1147,381,465,1202
ENSG00000022355,GABRA1,protein_coding,0,0,1,0,1,1,2,3
ENSG00000022556,NLRP2,protein_coding,1194,1457,1662,2234,0,0,0,0
ENSG00000022567,SLC45A4,protein_coding,349,380,411,565,33,13,45,94
ENSG00000022840,RNF10,protein_coding,3564,4191,3285,4438,1405,501,465,1177
ENSG00000022976,ZNF839,protein_coding,634,790,923,1124,58,32,44,153
ENSG00000023041,ZDHHC6,protein_coding,3073,3061,2536,2796,1449,492,497,1492
ENSG00000023171,GRAMD1B,protein_coding,15,8,11,6,3611,1034,1154,3115
ENSG00000023191,RNH1,protein_coding,951,1011,1113,1898,905,330,407,1002
ENSG00000023228,NDUFS1,protein_coding,6306,7435,7948,8880,2399,778,918,2606
ENSG00000023287,RB1CC1,protein_coding,4530,4697,3987,4103,1472,437,385,1114
ENSG00000023318,ERP44,protein_coding,3620,4538,6130,6616,2086,793,589,1649
ENSG00000023330,ALAS1,protein_coding,4746,5631,3343,4031,390,124,146,451
ENSG00000023445,BIRC3,protein_coding,596,745,1297,1318,646,173,171,490
ENSG00000023516,AKAP11,protein_coding,4890,5646,4304,4641,639,228,270,741
ENSG00000023572,GLRX2,protein_coding,1231,1560,1261,1310,136,36,55,139
ENSG00000023608,SNAPC1,protein_coding,1016,1159,735,697,2383,699,771,2011
ENSG00000023697,DERA,protein_coding,760,850,995,1215,654,265,269,661
ENSG00000023734,STRAP,protein_coding,13546,15223,16433,19393,1693,504,725,1918
ENSG00000023839,ABCC2,protein_coding,18,20,15,12,20,4,7,26
ENSG00000023892,DEF6,protein_coding,614,690,811,1182,378,157,253,719
ENSG00000023902,PLEKHO1,protein_coding,150,133,49,124,437,137,185,460
ENSG00000023909,GCLM,protein_coding,1574,1936,2144,2100,1877,538,566,1413
ENSG00000024048,UBR2,protein_coding,1759,2256,1814,1850,2003,603,806,2186
ENSG00000024422,EHD2,protein_coding,3,1,0,0,14,5,3,14
ENSG00000024526,DEPDC1,protein_coding,829,975,1255,1096,3765,1247,1418,3814
ENSG00000024862,CCDC28A,protein_coding,309,315,411,506,297,118,113,300
ENSG00000025039,RRAGD,protein_coding,1263,1408,741,961,1057,349,304,800
ENSG00000025156,HSF2,protein_coding,1347,1419,991,1051,430,124,146,412
ENSG00000025293,PHF20,protein_coding,2976,3469,2995,3301,1211,407,480,1279
ENSG00000025423,HSD17B6,protein_coding,125,144,103,140,16,4,11,27
ENSG00000025434,NR1H3,protein_coding,381,408,581,908,76,33,82,155
ENSG00000025708,TYMP,protein_coding,189,180,256,504,60,26,35,91
ENSG00000025770,NCAPH2,protein_coding,367,393,456,603,221,87,141,300
ENSG00000025772,TOMM34,protein_coding,2693,3173,2720,3970,5090,1953,2103,6206
ENSG00000025796,SEC63,protein_coding,15016,16914,15360,16823,2985,869,846,2643
ENSG00000025800,KPNA6,protein_coding,3697,4144,3924,5352,1629,515,783,2237
ENSG00000026025,VIM,protein_coding,3332,3786,2813,3771,22042,8062,3264,8304
ENSG00000026036,RTEL1-TNFRSF6B,protein_coding,27,41,10,7,14,0,24,43
ENSG00000026103,FAS,protein_coding,425,451,718,838,343,120,195,453
ENSG00000026297,RNASET2,protein_coding,634,647,692,846,96,50,47,102
ENSG00000026508,CD44,protein_coding,20,9,12,14,20673,6618,6329,18791
ENSG00000026559,KCNG1,protein_coding,393,397,591,898,500,208,335,808
ENSG00000026652,AGPAT4,protein_coding,13,9,3,7,361,131,121,292
ENSG00000026751,SLAMF7,protein_coding,0,0,1,6,30,7,5,12
ENSG00000026950,BTN3A1,protein_coding,620,616,1031,1051,349,105,383,961
ENSG00000027001,MIPEP,protein_coding,1255,1518,1214,1702,849,283,350,944
ENSG00000027075,PRKCH,protein_coding,719,761,545,620,333,96,156,474
ENSG00000027644,INSRR,protein_coding,1,0,0,0,0,0,4,2
ENSG00000027697,IFNGR1,protein_coding,1050,1281,1093,1198,902,294,231,707
ENSG00000027847,B4GALT7,protein_coding,667,808,596,901,251,97,111,329
ENSG00000027869,SH2D2A,protein_coding,6,9,9,8,328,131,117,316
ENSG00000028116,VRK2,protein_coding,1064,1158,1441,1570,606,213,255,727
ENSG00000028137,TNFRSF1B,protein_coding,3,8,9,24,3,1,5,5
ENSG00000028203,VEZT,protein_coding,4779,5003,5595,6746,1379,495,473,1283
ENSG00000028277,POU2F2,protein_coding,27,36,15,12,174,71,59,210
ENSG00000028310,BRD9,protein_coding,1026,1144,1038,1391,303,102,177,450
ENSG00000028528,SNX1,protein_coding,3494,3944,4029,4955,1106,416,487,1193
ENSG00000028839,TBPL1,protein_coding,1538,1589,923,1141,444,165,190,530
ENSG00000029153,BMAL2,protein_coding,731,751,326,435,5644,1897,1751,4843
ENSG00000029363,BCLAF1,protein_coding,12604,14725,10847,11222,3808,1165,1223,3414
ENSG00000029364,SLC39A9,protein_coding,3256,3917,3301,4108,6306,2215,2186,5898
ENSG00000029534,ANK1,protein_coding,565,493,390,449,19,6,23,53
ENSG00000029559,IBSP,protein_coding,65,113,4,8,0,0,0,0
ENSG00000029639,TFB1M,protein_coding,349,358,372,403,255,85,109,303
ENSG00000029725,RABEP1,protein_coding,5992,6878,6474,7030,872,247,357,1054
ENSG00000029993,HMGB3,protein_coding,2612,2829,2416,3147,1098,402,447,1170
ENSG00000030066,NUP160,protein_coding,2325,2894,2835,2635,1812,595,865,2115
ENSG00000030110,BAK1,protein_coding,455,565,435,647,339,118,149,418
ENSG00000030304,MUSK,protein_coding,9,9,9,4,0,0,1,1
ENSG00000030419,IKZF2,protein_coding,200,212,248,225,444,147,88,221
ENSG00000030582,GRN,protein_coding,1715,1934,1440,2214,5705,2343,1081,3127
ENSG00000031003,FAM13B,protein_coding,2284,3089,2416,2619,1162,352,222,642
ENSG00000031081,ARHGAP31,protein_coding,60,51,38,42,923,281,397,1104
ENSG00000031691,CENPQ,protein_coding,416,550,455,417,525,202,194,520
ENSG00000031698,SARS1,protein_coding,8007,8631,10340,16170,2683,891,1088,3131
ENSG00000031823,RANBP3,protein_coding,2646,3267,2327,3072,1495,503,691,1867
ENSG00000032219,ARID4A,protein_coding,1813,1897,1417,1491,1470,399,394,1063
ENSG00000032389,EIPR1,protein_coding,383,471,545,800,173,46,94,200
ENSG00000032444,PNPLA6,protein_coding,1501,1784,960,1614,1169,399,385,996
ENSG00000032742,IFT88,protein_coding,848,953,1059,1046,500,172,163,482
ENSG00000033011,ALG1,protein_coding,699,924,1070,1454,359,102,228,569
ENSG00000033030,ZCCHC8,protein_coding,1185,1389,1513,1805,466,152,206,584
ENSG00000033050,ABCF2,protein_coding,552,708,562,929,202,74,138,335
ENSG00000033100,CHPF2,protein_coding,723,878,458,958,547,227,192,505
ENSG00000033122,LRRC7,protein_coding,104,131,56,70,5,2,3,4
ENSG00000033170,FUT8,protein_coding,745,787,754,911,5054,1624,2437,6804
ENSG00000033178,UBA6,protein_coding,4352,5080,4070,3841,7798,2585,1752,4889
ENSG00000033327,GAB2,protein_coding,227,204,98,141,105,38,63,132
ENSG00000033627,ATP6V0A1,protein_coding,2594,3085,2613,3334,3,6,5,10
ENSG00000033800,PIAS1,protein_coding,4390,5073,2299,2567,1950,629,643,1990
ENSG00000033867,SLC4A7,protein_coding,3384,4063,2959,2814,1930,687,807,2339
ENSG00000034053,APBA2,protein_coding,1394,1646,1110,1633,405,110,172,396
ENSG00000034152,MAP2K3,protein_coding,811,1010,1545,2573,131,39,109,243
ENSG00000034239,CLXN,protein_coding,0,0,0,0,8,1,6,10
ENSG00000034510,TMSB10,protein_coding,10520,12389,4121,7216,17088,6377,5973,14004
ENSG00000034533,ASTE1,protein_coding,341,422,612,607,270,97,96,323
ENSG00000034677,RNF19A,protein_coding,2072,2231,1705,1949,2756,818,610,1731
ENSG00000034693,PEX3,protein_coding,1614,1864,1038,1178,698,244,205,600
ENSG00000034713,GABARAPL2,protein_coding,1765,2219,1959,2526,619,245,242,518
ENSG00000034971,MYOC,protein_coding,0,1,0,0,0,0,0,0
ENSG00000035115,SH3YL1,protein_coding,717,879,618,568,127,51,54,130
ENSG00000035141,FAM136A,protein_coding,3010,3702,3581,4300,2324,650,830,2219
ENSG00000035403,VCL,protein_coding,6621,7805,7439,8122,25498,9273,9980,26544
ENSG00000035499,DEPDC1B,protein_coding,961,1014,893,1051,1025,347,381,986
ENSG00000035664,DAPK2,protein_coding,128,115,127,250,43,8,8,50
ENSG00000035681,NSMAF,protein_coding,2410,2733,2326,2850,622,143,193,622
ENSG00000035687,ADSS2,protein_coding,2285,2642,2517,2690,1469,425,598,1586
ENSG00000035720,STAP1,protein_coding,11,14,0,1,0,0,0,0
ENSG00000035862,TIMP2,protein_coding,2409,2420,1786,2334,1909,616,618,1890
ENSG00000035928,RFC1,protein_coding,7833,9095,8774,8707,1499,351,383,1057
ENSG00000036054,TBC1D23,protein_coding,1491,1850,1555,1566,2270,803,649,1702
ENSG00000036257,CUL3,protein_coding,3167,3713,3338,3702,2017,656,721,2033
ENSG00000036448,MYOM2,protein_coding,126,164,132,149,1,0,0,0
ENSG00000036473,OTC,protein_coding,0,0,0,0,4,2,0,6
ENSG00000036530,CYP46A1,protein_coding,259,269,148,181,14,3,3,24
ENSG00000036549,ZZZ3,protein_coding,3384,4100,3793,3909,2377,764,838,2467
ENSG00000036565,SLC18A1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000036672,USP2,protein_coding,286,309,215,261,72,30,60,125
ENSG00000036828,CASR,protein_coding,3,12,1,3,0,0,0,0
ENSG00000037042,TUBG2,protein_coding,1450,1409,814,1082,126,60,80,177
ENSG00000037241,RPL26L1,protein_coding,1094,1266,1454,1747,374,114,187,516
ENSG00000037280,FLT4,protein_coding,90,94,167,227,19,5,10,26
ENSG00000037474,NSUN2,protein_coding,6443,7950,6709,7207,548,158,194,609
ENSG00000037637,FBXO42,protein_coding,959,1095,670,999,741,258,162,461
ENSG00000037749,MFAP3,protein_coding,2666,3363,2762,2988,931,304,339,798
ENSG00000037757,MRI1,protein_coding,658,816,739,1009,580,213,322,808
ENSG00000037897,METTL1,protein_coding,509,639,1039,1289,131,50,119,334
ENSG00000037965,HOXC8,protein_coding,21,26,7,8,104,38,67,222
ENSG00000038002,AGA,protein_coding,1081,1093,1354,1697,866,311,257,741
ENSG00000038210,PI4K2B,protein_coding,3882,4621,3318,3145,311,93,78,227
ENSG00000038219,BOD1L1,protein_coding,4204,4582,3550,3517,628,186,201,591
ENSG00000038274,MAT2B,protein_coding,1528,1790,1564,1712,278,82,150,347
ENSG00000038295,TLL1,protein_coding,410,399,395,372,110,31,58,142
ENSG00000038358,EDC4,protein_coding,1816,2053,1580,1918,644,253,319,880
ENSG00000038382,TRIO,protein_coding,3882,4536,2004,2330,2183,682,547,1526
ENSG00000038427,VCAN,protein_coding,4,0,1,0,2067,644,524,1510
ENSG00000038532,CLEC16A,protein_coding,1717,1971,1287,1644,290,118,130,347
ENSG00000038945,MSR1,protein_coding,4,4,6,5,0,0,0,0
ENSG00000039068,CDH1,protein_coding,31433,36887,31892,37214,299,100,59,167
ENSG00000039123,MTREX,protein_coding,3479,3963,4352,4774,1586,493,560,1613
ENSG00000039139,DNAH5,protein_coding,1010,1138,1009,1100,152,60,83,243
ENSG00000039319,ZFYVE16,protein_coding,3439,4246,3555,3339,1608,463,426,1236
ENSG00000039523,RIPOR1,protein_coding,6125,6740,5364,7646,989,328,237,739
ENSG00000039537,C6,protein_coding,1,4,2,5,0,0,0,0
ENSG00000039560,RAI14,protein_coding,1297,1449,1972,2242,10464,3661,3605,9890
ENSG00000039600,SOX30,protein_coding,0,0,0,0,3,0,2,9
ENSG00000039650,PNKP,protein_coding,1248,1422,941,1231,268,109,152,334
ENSG00000039987,BEST2,protein_coding,2,2,6,2,3,0,0,4
ENSG00000040199,PHLPP2,protein_coding,1082,1361,945,921,1089,400,473,1268
ENSG00000040275,SPDL1,protein_coding,1885,2400,2164,2203,1756,529,647,1713
ENSG00000040341,STAU2,protein_coding,2331,2548,2399,2703,1900,741,821,2207
ENSG00000040487,SLC66A1,protein_coding,184,190,132,215,268,96,125,330
ENSG00000040531,CTNS,protein_coding,415,475,415,604,101,40,72,165
ENSG00000040608,RTN4R,protein_coding,123,112,119,232,158,70,77,191
ENSG00000040633,PHF23,protein_coding,3018,3650,2961,3944,1100,374,460,1253
ENSG00000040731,CDH10,protein_coding,0,0,1,0,3,1,2,4
ENSG00000040933,INPP4A,protein_coding,905,952,938,1099,452,135,192,513
ENSG00000041353,RAB27B,protein_coding,349,457,1414,1253,1439,448,551,1552
ENSG00000041357,PSMA4,protein_coding,8061,9558,9147,11617,1719,586,654,1707
ENSG00000041515,MYO16,protein_coding,4,0,4,1,3,2,1,2
ENSG00000041802,LSG1,protein_coding,2705,3228,2813,2940,422,124,234,689
ENSG00000041880,PARP3,protein_coding,2340,2450,1233,1603,90,45,42,121
ENSG00000041982,TNC,protein_coding,264,388,26,29,882,267,378,999
ENSG00000041988,THAP3,protein_coding,532,518,447,686,286,111,177,446
ENSG00000042062,RIPOR3,protein_coding,0,0,5,6,0,0,0,1
ENSG00000042088,TDP1,protein_coding,1203,1490,1111,1391,763,267,281,769
ENSG00000042286,AIFM2,protein_coding,179,203,135,165,360,132,207,473
ENSG00000042317,SPATA7,protein_coding,570,633,591,722,200,89,83,252
ENSG00000042429,MED17,protein_coding,124,170,99,166,136,50,67,175
ENSG00000042445,RETSAT,protein_coding,2024,2202,2247,2763,729,254,251,842
ENSG00000042493,CAPG,protein_coding,49,57,18,21,555,229,272,636
ENSG00000042753,AP2S1,protein_coding,1648,2001,2059,2777,1092,429,487,1246
ENSG00000042781,USH2A,protein_coding,5,12,21,18,20,6,8,13
ENSG00000042813,ZPBP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000042832,TG,protein_coding,35,56,19,18,6,3,4,15
ENSG00000042980,ADAM28,protein_coding,384,544,55,56,50,16,14,55
ENSG00000043039,BARX2,protein_coding,239,229,29,34,48,24,1,25
ENSG00000043093,DCUN1D1,protein_coding,3449,3779,4394,4350,2283,701,700,2099
ENSG00000043143,JADE2,protein_coding,371,454,286,416,619,176,285,780
ENSG00000043355,ZIC2,protein_coding,813,899,1079,1165,109,45,39,123
ENSG00000043462,LCP2,protein_coding,10,6,31,39,1,0,0,1
ENSG00000043514,TRIT1,protein_coding,1583,1998,1512,1748,248,72,93,273
ENSG00000043591,ADRB1,protein_coding,28,32,40,46,17,10,5,13
ENSG00000044012,GUCA2B,protein_coding,0,0,0,1,0,0,0,0
ENSG00000044090,CUL7,protein_coding,1123,1214,817,1206,275,120,116,324
ENSG00000044115,CTNNA1,protein_coding,17254,19647,13362,15262,12,11,4,23
ENSG00000044446,PHKA2,protein_coding,950,1178,1325,1397,1158,471,486,1327
ENSG00000044459,CNTLN,protein_coding,1397,1593,1542,1405,445,140,177,473
ENSG00000044524,EPHA3,protein_coding,970,1010,1075,1065,487,183,17,74
ENSG00000044574,HSPA5,protein_coding,38125,50313,46640,48336,4316,1551,1375,3872
ENSG00000046604,DSG2,protein_coding,13484,15627,9069,9347,5263,1941,1561,4445
ENSG00000046647,GEMIN8,protein_coding,1254,1390,1076,1343,447,207,270,654
ENSG00000046651,OFD1,protein_coding,1193,1335,1295,1380,1524,568,537,1406
ENSG00000046653,GPM6B,protein_coding,49,64,99,103,38,12,18,56
ENSG00000046774,MAGEC2,protein_coding,258,289,260,408,0,0,0,0
ENSG00000046889,PREX2,protein_coding,45,35,61,64,44,18,36,110
ENSG00000047056,WDR37,protein_coding,760,887,853,1007,148,61,63,162
ENSG00000047188,YTHDC2,protein_coding,5284,6343,5822,5790,1513,489,614,1810
ENSG00000047230,CTPS2,protein_coding,1299,1565,1660,1740,1367,534,760,1861
ENSG00000047249,ATP6V1H,protein_coding,1523,1615,1159,1618,212,63,82,201
ENSG00000047315,POLR2B,protein_coding,10031,11940,9764,10626,7945,2439,2748,7061
ENSG00000047346,ATOSA,protein_coding,2552,3125,3843,3806,173,58,56,145
ENSG00000047365,ARAP2,protein_coding,366,477,465,546,346,77,133,417
ENSG00000047410,TPR,protein_coding,10173,11414,10240,10246,1439,481,559,1598
ENSG00000047457,CP,protein_coding,129,153,263,264,9,3,1,2
ENSG00000047578,KATNIP,protein_coding,1877,2130,1866,2135,378,140,190,442
ENSG00000047579,DTNBP1,protein_coding,340,325,455,576,23,23,19,67
ENSG00000047597,XK,protein_coding,0,0,0,0,555,181,286,726
ENSG00000047617,ANO2,protein_coding,17,34,16,28,6,1,3,12
ENSG00000047621,FERRY3,protein_coding,758,964,1378,1421,753,253,313,725
ENSG00000047634,SCML1,protein_coding,4672,5064,4266,4399,2209,762,1043,2893
ENSG00000047644,WWC3,protein_coding,1168,1323,1896,2498,527,175,265,858
ENSG00000047648,ARHGAP6,protein_coding,9847,10479,3427,3645,1057,363,374,1063
ENSG00000047662,FAM184B,protein_coding,17,19,134,176,12,5,9,19
ENSG00000047849,MAP4,protein_coding,12754,14605,12969,15423,6962,2391,1464,4129
ENSG00000047932,GOPC,protein_coding,2082,2404,2271,2557,405,132,168,444
ENSG00000047936,ROS1,protein_coding,0,1,1,0,19,6,3,6
ENSG00000048028,USP28,protein_coding,2408,2520,1090,1207,1584,481,382,1128
ENSG00000048052,HDAC9,protein_coding,2,4,3,2,838,315,337,921
ENSG00000048140,TSPAN17,protein_coding,1439,1688,1275,1995,766,278,370,888
ENSG00000048162,NOP16,protein_coding,1278,1745,1859,2386,478,165,356,871
ENSG00000048342,CC2D2A,protein_coding,435,488,703,976,156,49,92,246
ENSG00000048392,RRM2B,protein_coding,8294,8606,4329,4460,1212,418,597,1535
ENSG00000048405,ZNF800,protein_coding,1117,1345,1285,1260,923,314,285,856
ENSG00000048462,TNFRSF17,protein_coding,0,1,0,0,1,1,0,1
ENSG00000048471,SNX29,protein_coding,640,779,638,830,263,87,56,181
ENSG00000048540,LMO3,protein_coding,0,1,1,0,3,1,3,9
ENSG00000048544,MRPS10,protein_coding,1714,1815,1967,2132,2135,732,993,2654
ENSG00000048545,GUCA1A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000048649,RSF1,protein_coding,3973,4498,3768,3840,971,328,283,880
ENSG00000048707,VPS13D,protein_coding,3692,3895,2564,2733,2502,843,752,1979
ENSG00000048740,CELF2,protein_coding,4,9,1,2,171,57,103,304
ENSG00000048828,FAM120A,protein_coding,8200,8783,11200,15295,3882,1412,1300,3835
ENSG00000048991,R3HDM1,protein_coding,4505,4861,4858,5881,2173,682,763,2277
ENSG00000049089,COL9A2,protein_coding,166,173,258,338,14,6,5,13
ENSG00000049130,KITLG,protein_coding,66,104,139,169,106,37,50,162
ENSG00000049167,ERCC8,protein_coding,593,709,639,783,241,93,93,284
ENSG00000049192,ADAMTS6,protein_coding,15,22,7,4,118,46,24,63
ENSG00000049239,H6PD,protein_coding,1796,1950,1783,2377,169,69,79,215
ENSG00000049245,VAMP3,protein_coding,3047,3731,3289,4327,2517,847,742,2279
ENSG00000049246,PER3,protein_coding,1357,1493,1083,1143,157,60,116,314
ENSG00000049247,UTS2,protein_coding,0,1,2,0,1,1,0,0
ENSG00000049249,TNFRSF9,protein_coding,0,5,27,14,444,156,175,424
ENSG00000049283,EPN3,protein_coding,1888,2425,1744,2380,25,7,9,35
ENSG00000049323,LTBP1,protein_coding,274,254,220,304,4537,1527,1702,4574
ENSG00000049449,RCN1,protein_coding,3283,3770,4164,4466,2136,683,643,1976
ENSG00000049540,ELN,protein_coding,31,26,19,44,2,0,0,1
ENSG00000049541,RFC2,protein_coding,1283,1542,1743,2043,349,126,187,512
ENSG00000049618,ARID1B,protein_coding,2783,3210,2762,3223,1603,567,603,1656
